в,-0.438672,0.0527123,-0.0125538,0.0293534,-0.0251213,0.00343468,0.0133894,0.123727,0.016004,0.00282115,-0.211155,-0.0919754,-0.0423521,-0.000246423,0.105656,0.0331829,0.0735732,0.0542741,-0.00672448,0.00517406,-0.23796,-0.00570052,-0.0184079,0.0554323,0.0491953,0.0015144,-0.281899,0.00542173,0.00590325,-0.00986515,0.0339313,-0.112671,-0.525622,-0.00617142,-0.0192331,-0.183141,-0.030613,-0.0683367,0.0190616,-0.14862,-0.06484,-0.0159691,-0.18411,-0.195879,0.04303,-0.14794,0.0495994,-0.0575213,-0.240871,0.0414178,0.0174025,0.036855,0.0589823,-0.137878,-0.0322778,-0.0125384,0.0478586,0.00488498,0.121348,0.0198095,0.00878373,-0.0194061,0.0469208,-0.0786575
л,-0.0116467,-0.0378025,0.0131816,0.0222114,0.267089,-0.0180422,-0.0440382,-0.132185,-0.00316408,8.03307e-05,-0.554843,0.104515,0.0506471,-0.0184652,-0.0311939,-0.023543,0.0426433,-0.0498508,0.0346484,-0.0166448,-0.0532435,0.0112862,-0.0306313,0.148822,-0.0391515,0.000409595,-0.244527,-0.0132961,-0.00105558,-0.0172486,-0.0535656,-0.0803327,0.356443,-0.00962265,0.106258,0.0643037,-0.0318172,-0.0122364,-0.00974146,0.0532034,-0.0056895,-0.0276453,-0.420132,-0.0068773,-0.000561102,-0.107624,0.259353,-0.0306139,0.0117257,0.00592476,-0.0120733,0.0992676,0.132555,-0.113718,-0.130368,0.0181779,0.00490239,0.000509153,-0.120987,-0.0160851,-0.0142429,-0.010073,-0.0563282,-0.0180581
м,-0.268042,0.0138729,-0.0192469,-0.0441353,0.293963,-0.0382367,0.00113836,0.0490313,-0.00891361,-0.00371212,-0.133706,-0.034505,0.0420074,-0.0651447,-0.0129783,-0.0111594,-0.276635,0.133183,-0.00543177,-0.0326389,0.155969,-0.0363657,0.0522917,0.267157,0.0106776,0.034531,0.0738599,-0.0501428,0.0457104,-0.0158674,-0.0438803,0.0157678,-0.330229,0.00849311,-0.104596,-0.0209755,-0.333466,0.084573,-0.0585196,0.0855308,0.0470492,0.0274324,-0.223932,-0.00408667,-0.0137369,0.239327,0.181521,0.295922,0.166874,-0.0806614,-0.00329321,0.13678,0.10417,0.124057,-0.134443,-0.0159224,0.0694654,0.00105548,-0.0337648,-0.00939222,0.0160154,-0.0188848,0.00175073,0.126364
к,-0.0852991,-0.0529716,-0.0180284,0.084887,-0.294855,0.00863397,-0.0795854,0.0248908,-0.0260951,0.020898,0.128198,-0.121914,0.0556653,0.018185,-0.0959029,-0.0141201,0.154842,-0.0411534,0.0582865,-0.0202697,0.155944,0.0194907,0.00906697,0.30692,-0.204774,0.0250098,0.323493,-0.002814,-0.0530211,-0.0493614,0.115045,-0.170729,-0.162253,0.00104516,-0.150013,-0.123451,-0.045412,-0.0687287,-0.0150821,-0.0491137,-0.0117677,-0.0389451,-0.346892,0.0865482,0.0482997,0.00243855,0.286374,0.0103197,-0.172553,0.0505555,0.0175937,-0.290738,0.142325,-0.0343472,-0.082072,0.0134429,0.00850831,0.0410696,0.133241,-0.0500134,-0.0354086,-0.00941432,0.0247632,0.207249
д,0.164131,-0.0177681,-0.0131924,0.0552185,0.232129,-0.00102176,0.0206712,-0.193773,0.00382324,-0.0370661,0.206691,0.0415845,-0.098907,-0.0157782,-0.0381595,0.0159731,0.154802,-0.0358247,0.0095076,-0.0386699,-0.144708,0.0143642,-0.00213344,0.386434,0.237222,0.00402911,0.205775,-0.022034,0.0267574,-0.00643871,-0.11053,0.173549,-0.378583,-0.0123791,-0.139723,-0.00565716,-0.126932,0.0233448,0.0498473,-0.0126364,-0.0138925,-0.00935237,-0.249549,0.048024,0.0277889,0.0426916,-0.0119837,-0.0663802,-0.0325694,0.0982562,-0.0245353,0.0809906,0.288244,0.114314,-0.0639028,0.0146532,0.0252615,0.0153155,-0.122105,-0.0149601,0.00790715,-0.0621222,-0.154744,-0.253006
п,0.0680407,0.0298228,0.0590044,-0.0143198,0.0413751,0.000126878,-0.037838,0.106508,0.0133168,0.0158003,0.15466,0.0482583,0.0950304,0.00623236,-0.0148472,-0.0524594,0.037071,-0.0209144,-0.0119631,0.024109,0.0531631,0.0379954,0.00767887,0.231915,-0.188917,-0.029757,-0.248717,-0.00258175,-0.000391216,-0.0854087,-0.0458355,0.0693934,-0.488982,-0.00508868,-0.0197554,0.183957,-0.087027,0.0453469,-0.00162334,-0.0553421,0.0159889,-0.00461921,-0.157889,0.0998669,-0.000418682,-0.097541,-0.236056,0.145518,-0.0835881,-0.05832,0.0140429,-0.335684,0.114392,-0.415703,0.148676,-0.038305,-0.0144171,-0.0098845,0.0802791,0.00327544,0.0338836,-0.0157807,0.124862,0.0124936
у,-0.104009,-0.0398965,0.0370184,-0.0274253,0.0780963,-0.0243388,-0.0749719,0.0699997,-0.0167359,0.0626291,0.0585719,-0.0298454,0.0266817,-0.00680223,0.302722,0.0437474,0.191204,-0.0249133,0.0162286,0.0172206,-0.230754,-0.0375065,0.0385333,-0.141774,0.0167426,-0.0266338,-0.130267,-0.0328961,0.0306012,0.0974247,0.0677966,0.0537289,0.082752,-0.0276115,-0.0958274,-0.0536418,-0.0838144,-0.00636105,-0.0112847,-0.0285776,-0.0332141,0.00111553,-0.515268,-0.0189272,-0.0175521,0.0120319,0.138025,0.00417461,0.503544,-0.0162543,-0.00617216,-0.127769,-0.209524,-0.130389,-0.0168089,0.0189811,0.0189162,0.0554983,0.236396,0.00476285,-0.0258083,0.00491929,-0.00159094,-0.0925147
ы,0.303812,-0.0262451,-0.0181043,0.0219115,0.179539,-0.042474,-0.0367491,0.0748818,0.00901691,0.0303546,-0.055592,0.0400951,0.00158223,0.0443509,0.125666,0.0357066,0.0102117,0.0814524,-0.0143034,0.0409299,0.183096,0.00617994,-0.0177776,-0.267839,0.0161792,-0.00141401,-0.0165018,0.00796723,0.015754,0.0181571,0.00498728,0.231561,-0.0143514,-0.0149147,0.0138344,-0.021079,0.232363,-0.0289444,-0.0177161,-0.0699182,-0.0401712,0.00967084,-0.39132,-0.00933168,0.00695096,0.100563,0.114657,0.0589473,-0.377915,-0.0117507,-0.00140696,-0.274138,0.161965,0.346758,-0.180942,0.0075692,0.0130743,0.0104603,0.0504448,-0.0131563,0.0193958,-0.00202092,0.0107373,-0.16652
я,-0.082425,0.0426957,-0.029582,0.0299886,0.019662,0.00399241,0.0412081,0.122915,0.00197255,-0.0399351,-0.0723206,-0.0583751,0.0019743,-0.0548929,0.223625,-0.00989453,0.149229,0.030421,-0.000917762,-0.0466986,0.232577,-0.0124798,0.0294054,0.0131605,0.0159872,-0.0454313,0.0883278,-0.0218196,0.0754797,-0.122511,-0.0292037,-0.098739,0.179245,0.0191326,-0.318813,-0.0519115,0.33218,0.0368971,-0.0188951,-0.0140414,0.0363266,-0.0174307,-0.414196,0.0444434,0.00471563,0.0517653,-0.231446,-0.0568779,-0.183369,0.0213757,-0.00787213,0.116497,-0.452664,0.0997194,-0.0242718,0.038705,0.0401408,-0.0188699,0.0960506,-0.00623728,0.00968826,-0.00555574,0.0971065,-0.131469
з,0.412342,0.0120954,0.00909575,-0.0238139,0.370204,-0.00298252,-0.0314356,-0.207528,0.0115077,-0.012902,0.149097,-0.151011,0.0524552,-0.0107594,0.15299,0.00949071,-0.0703737,-0.00474595,-0.0117363,-0.00336196,0.0163674,-0.0226477,0.0169065,-0.00892386,-0.161546,0.0556665,0.2405,0.0113123,0.0270614,0.0564205,-0.0433711,-0.0332212,-0.0102406,-0.00584633,-0.224078,-0.067766,-0.152351,0.041744,-0.0747887,-0.0415258,-0.0187994,0.013046,-0.220389,-0.0555923,0.0112156,-0.42291,0.0537778,-0.110124,-0.0758846,-0.00263535,0.0311532,0.129219,0.0793965,-0.099834,0.213595,0.00643262,0.0610845,0.00328318,-0.0648504,0.058529,-0.00229117,0.0194921,0.0623913,0.204
",",0.0676599,-0.0223703,0.0522883,-0.00846135,0.0596483,-0.0671203,-0.0720562,-0.0806578,-0.0466041,-0.00409501,-0.07743,-0.0862076,0.0249887,0.0178986,0.0698953,0.0192019,-0.335839,0.0422646,0.0206477,0.00368676,-0.252059,-0.0115021,0.0376179,-0.0719989,-0.110525,-0.0212839,-0.168542,0.00323008,0.0108897,0.0814261,0.243106,-0.149825,0.173809,0.00195483,-0.175377,-0.129107,0.0255679,0.101687,-0.0661953,-0.018984,0.00938818,0.0390483,0.119444,0.0926722,0.0431278,0.0332266,-0.158793,-0.12899,0.0416193,0.0527185,-0.0341062,-0.339764,0.0315961,-0.034722,0.0198086,0.0366099,-0.0376639,-0.00338955,-0.382451,-0.0335765,0.0276424,-0.0642505,-0.440328,-0.0236808
ь,-0.547512,-0.016448,0.00730964,-0.00868104,0.0403774,-0.00807996,0.00874609,0.117953,0.0149,0.0499055,0.00967361,0.0123993,0.0234185,-0.00655094,0.0459511,-0.026239,0.179436,0.0381213,-0.026582,0.0602731,0.0354822,-0.00379948,0.00742542,-0.186623,0.207928,0.00650961,0.391796,-0.0066867,0.00290325,-0.0734331,0.0953411,-0.00816892,-0.136745,0.031514,0.0526296,-0.0557136,0.132033,-0.004392,-0.0241952,0.0255739,0.0721173,0.0475289,-0.17336,0.128689,-0.0472268,-0.199704,-0.0949302,0.0836672,-0.11759,-0.0449903,0.0137041,0.19533,0.0636465,-0.172488,0.11586,-0.0111201,-0.0155944,-0.00815859,-0.288306,-0.0490108,0.00556151,-0.00547449,-0.193742,-0.104101
г,-0.0468773,0.000377426,-0.00547695,-0.0114913,0.340598,-0.000198572,0.027659,0.0300659,0.00123068,0.0147902,0.0584935,0.000789559,-0.142807,-0.0358876,-0.103103,-0.0174362,0.0134631,-0.110331,0.0177085,0.041584,0.159435,-0.000970273,0.0135806,-0.130556,-0.402962,0.00871633,0.061354,0.0026673,-0.0182871,0.109003,-0.162461,0.0919076,-0.321795,-0.0131054,-0.0241064,0.0266732,0.132329,0.0294223,0.050564,-0.015284,-0.00255825,0.0155216,-0.104324,-0.00778841,-0.00569298,0.225576,0.138243,-0.0830032,-0.111936,-0.00972314,0.00122065,0.102868,0.10757,-0.274844,0.122945,-0.0116355,0.0503699,0.000218688,0.27264,0.00321507,-0.0276117,0.0123508,-0.385466,0.0844773
б,-0.0698099,-0.022647,-0.0140142,-0.00950025,-0.0639019,0.0150339,-0.000500374,0.00229155,0.0114704,-0.0066916,0.0904508,0.0204834,0.0418852,2.07339e-05,-0.117179,0.00396337,-0.0127164,0.0424474,0.0152635,-0.0271547,0.0430688,0.0206458,-0.000778115,-0.0110751,-0.128192,-0.0100681,-0.150822,0.0790425,0.0137845,0.0916786,0.11403,-0.180647,-0.588502,-0.00793015,-0.208657,0.0388009,-0.0393979,-0.0621302,-0.0490893,0.191797,-0.015554,0.0139558,-0.234906,0.0980528,0.0111096,-0.217716,-0.208389,-0.110409,0.15445,0.0567273,0.0215251,0.163037,0.158054,-0.20837,-0.208291,0.066673,-0.0541932,-0.0197751,0.0812963,0.000340456,0.00036578,-0.020013,-0.0295201,-0.273237
ч,-0.12075,-0.00681131,-0.0251357,-0.0139804,-0.119163,0.0158609,0.0590191,-0.0155391,0.0264583,-7.48614e-05,-0.0720211,-0.0289079,-0.029301,-0.0191311,0.0704313,0.0114652,-0.0360788,-0.0954386,0.00443658,-0.0906426,0.400487,-7.92052e-05,-0.00483783,0.149623,0.501288,0.012002,0.244651,-0.00547314,0.0131422,0.148087,-0.0511364,-0.205182,-0.189536,-0.0193776,0.0330632,0.100264,0.0339278,0.0566168,0.0680839,-0.126313,-0.00874708,-0.0304847,-0.295526,0.170821,9.89456e-06,0.000126341,0.152818,0.0740682,-0.0864299,0.0529197,-0.00263627,-0.0690427,0.109928,-0.184329,0.166619,-0.0172761,0.0023417,0.00884994,0.0998718,0.0472275,0.00571164,-0.000949893,-0.0653317,-0.2219
й,-0.389935,-0.0142659,-0.0159997,0.0416284,0.504811,-0.0159324,-0.029043,0.171299,-0.00231496,-0.00816576,0.122526,-0.048214,-0.000711253,0.0306392,0.0880619,0.00308648,-0.123647,0.0107299,0.00690688,-0.0351157,0.0819645,0.0248326,-0.00463783,-0.083679,0.151327,-0.0077067,0.0115378,-0.0251471,-0.0545402,-0.0442168,0.00479671,-0.0522236,0.0641472,-0.03241,-0.0084629,0.0812893,0.18224,-0.00626808,-0.014771,-0.12539,-0.0225189,0.0229035,-0.128274,0.00574308,0.0418888,0.31573,-0.164739,0.0786538,0.133772,0.0415814,0.0165909,0.160353,0.153411,0.0997481,0.123527,0.0114318,0.0415716,0.0129866,-0.144156,-0.0226204,0.0146968,-0.0302606,0.204971,0.312699
х,-0.187122,-0.0167892,0.0223661,0.0329795,0.35396,0.00282968,0.0243489,0.132335,-0.036107,0.0230197,0.0511254,0.137853,0.0343201,0.0275435,-0.162101,0.0511086,-0.249216,-0.0407272,0.0180511,-0.042048,0.357973,0.0112908,0.0293897,-0.114661,0.0280559,-0.0251961,-0.0900554,-0.0219524,-0.0144883,-0.0399556,-0.00317871,-0.074986,0.0106815,-0.0229283,-0.123354,-0.175953,-0.390877,-0.0905546,0.0761034,0.0641935,-0.0445354,-0.0323974,-0.147644,0.000418417,0.0390617,-0.167941,-0.102783,-0.0508105,-0.0565951,-0.0727192,-0.0110002,0.136882,0.134526,0.0536472,0.2751,0.0056314,-0.00952956,0.028935,-0.0448059,-0.0419812,-0.0258079,0.0276137,0.0672239,0.346033
.,0.00821753,0.00163253,-0.0533697,0.0155085,0.0234602,0.0279314,0.0219116,-0.0094483,0.0250222,-0.0367469,-0.120301,0.0191115,-0.0526226,0.0591886,-0.154252,-0.0194863,-0.54061,-0.0154945,-0.0181622,0.00916156,-0.179541,-0.0512283,0.056791,0.0181278,-0.0270623,0.0305954,0.0381751,-0.0316845,-0.00249565,-0.144971,-0.0315841,-0.162743,0.0184243,-0.0180846,-0.135163,-0.0586258,0.232469,0.023491,0.0183845,-0.136395,0.00791222,0.0684171,0.43327,0.129016,0.0223309,-0.200691,0.0545768,-0.276677,0.174348,-0.0672259,-0.01028,-0.178931,-0.227895,0.0381886,-0.0765399,0.0414735,0.0073933,0.00602417,-0.0133209,-0.0616088,-0.0156026,-0.00840205,-0.0070867,-0.0771756
ж,0.132869,-0.00869964,0.018743,0.0027793,0.285172,0.00245507,0.0632087,-0.153597,-0.0224185,0.00261089,-0.117418,-0.0997771,0.124332,0.00992095,-0.037175,0.00336868,-0.273048,-0.0210742,-0.0170804,-0.0931606,0.109355,0.01319,-0.00337596,-0.241942,0.0318508,0.00461515,0.251051,0.00812319,-0.034761,0.00883508,0.0766111,0.059451,-0.288143,-0.0198845,0.151076,-0.149288,0.229218,-0.00278846,-0.00223096,0.054107,-0.0430643,-0.0037191,-0.21058,0.0445656,0.00822254,-0.061101,-0.0571809,0.344652,0.0591754,0.00481439,0.0335653,0.039108,0.129896,-0.266298,0.0624335,-0.00778438,0.00594569,-0.020854,0.355178,0.0501103,0.0175582,0.000905066,-0.0822227,-0.10063
ю,-0.0456682,0.0245863,-0.0478612,-0.0324376,0.0895704,-0.0377919,0.0255456,0.0848849,0.0145561,0.00782091,-0.0127107,0.013509,-0.0536205,0.0876762,-0.120353,0.0378683,0.0968307,0.227077,-0.0544998,-0.0536652,0.109595,-0.00014953,0.0078525,0.0666334,-0.282666,-0.0138019,0.257701,0.00552289,0.00774517,0.0679139,0.06137,0.0684567,0.23842,-0.0129906,0.202294,-0.091743,-0.114266,0.066735,0.0354133,-0.104079,-0.0241836,0.043702,-0.394201,0.292994,-0.021997,-0.147889,0.0188962,-0.0379039,0.00127651,-0.0289254,0.00286038,0.231865,-0.421385,-0.101093,0.0313177,0.00974664,0.00841606,0.0141009,-0.158822,0.0218504,0.0268985,-0.0729065,0.0166327,-0.164353
ц,0.152952,-0.0413723,-0.0355298,-0.002236,0.0321305,-0.0223082,0.0381202,-0.143591,0.00400632,-0.0128823,-0.237507,0.183578,0.019085,0.0733624,0.16375,0.0288075,-0.0766476,0.138828,-0.0282495,0.0716135,0.110429,-0.0167817,0.00985506,0.289461,0.137365,0.0253509,0.338753,-0.00564253,-0.0349088,0.0314652,0.183404,-0.171958,-0.146711,-0.0247444,-0.094297,0.0597088,-0.0604592,0.0538141,-0.0125627,0.141639,-0.00111789,0.0483605,-0.108193,-0.334429,-0.0142801,0.0142534,-0.186416,0.0605407,-0.223461,-0.0703004,0.00169989,0.0254689,-0.0765959,-0.167948,0.272771,0.0266488,-0.0403044,-0.00971694,0.200374,-0.0139699,0.00310157,0.00664986,-0.105189,0.234991
ш,0.383378,0.0234653,0.0126197,0.0378564,-0.0359937,0.00223,-0.0846075,-0.299393,-0.0341322,0.0418235,-0.0142054,0.0232094,-0.0532996,0.0517335,0.259116,0.00365603,-0.286973,-0.0903559,0.0778002,0.179984,0.138667,0.027675,0.00457692,0.13431,0.118286,0.00460328,0.191044,-0.0198206,0.0217252,0.111806,0.122538,-0.125268,-0.221238,-0.0207436,0.274373,0.0985356,0.132118,-0.118801,-0.0361183,-0.0405299,0.00734741,-0.0225817,-0.220854,0.192953,0.0727893,-0.013795,-0.0804969,0.257805,-0.0684126,-0.0564796,0.0108114,0.154906,-0.0231542,0.00709902,-0.0687709,-0.00640264,0.00950329,0.0161638,0.0792301,0.00645498,-0.0109495,0.0577332,-0.174307,0.0558655
щ,0.227683,0.00128557,0.022183,-0.00536828,0.026862,0.00516608,0.0173999,-0.214224,-0.025354,-0.0199835,-0.444409,-0.0286298,0.0168726,-0.0527854,-0.192805,-0.00247531,0.0604129,0.0783626,-0.0235099,0.0288487,0.10911,0.0275095,0.0163664,0.19816,0.306287,-0.00620517,0.023747,-0.00356423,0.00487325,-0.0727843,0.029093,0.246219,-0.137657,0.0155547,-0.131489,-0.299329,-0.0553138,0.00594176,-0.0014415,0.0162844,0.00417042,0.0102407,-0.246835,0.103028,-0.0051042,0.189212,0.000944772,-0.16516,0.10706,-0.039565,0.0175582,-0.0961295,0.0458465,-0.261757,0.0914402,-0.0089242,-0.00760398,-0.0124134,0.176069,-0.0283724,0.0014164,0.00601077,-0.130423,-0.1469
ф,-0.0353631,-0.0321642,-0.00612038,0.0207982,0.137682,0.0269127,0.00118951,-0.0270534,0.00667335,0.0436774,-0.0281856,-0.0491613,0.108832,-0.138643,0.0393367,-0.0187279,-0.129395,-0.00158023,-0.014344,0.0576056,-0.154584,-0.0510074,-0.0617829,0.345495,-0.193413,0.00889869,0.0957538,0.0723449,0.0226941,0.165758,-0.101121,-0.137752,-0.273631,0.0067438,0.093151,-0.0104248,0.218148,-0.2317,0.117679,0.00552446,0.00405526,-0.00861305,-0.0881052,0.0836755,-0.00244937,0.322393,0.0792957,0.000860197,-0.251486,0.0820796,-0.0459168,-0.185524,-0.130541,-0.0847485,0.218144,0.0981184,-0.0943949,-0.0117314,-0.0597866,-0.000583575,-0.00342212,-0.02683,0.0386393,0.364597
-,-0.172845,-0.0129693,0.00441986,-0.0557606,0.0644362,0.0346729,0.144739,0.109526,0.0316394,-0.0397803,0.0488997,-0.0371709,0.151246,-0.0136741,0.239093,0.220103,0.0143057,-0.147053,-0.0132604,-0.00497002,-0.225522,-0.0141381,-0.0691324,0.226441,-0.226056,0.0474832,-0.0523515,0.249804,-0.0854269,0.128668,-0.16092,-0.0163687,0.113839,-0.0148371,0.0620312,0.116717,0.0362782,-0.0184395,-0.0686386,-0.00755236,-0.107805,0.0456219,0.410599,0.260266,-0.0265543,0.047772,0.106576,-0.0038935,-0.205839,-0.12873,0.0084386,-0.0968342,-0.0532411,0.0959512,-0.0910824,0.0148794,0.0362396,0.00186819,0.0868218,0.124901,0.0181274,0.0900782,-0.26673,0.03716
